,TEMP_MAX,TEMP_MIN,PRECIP
1997-09-24,25.03,0.71,0.00
1997-09-25,25.59,1.68,4.96
1997-09-26,17.74,5.71,6.10
1997-09-27,16.54,7.06,0.57
1997-09-28,14.80,6.19,1.78
1997-09-29,17.72,4.86,0.00
1997-09-30,20.04,6.40,2.39
1997-10-01,15.84,6.90,1.69
1997-10-02,14.01,4.03,1.02
1997-10-03,11.54,1.94,1.37
1997-10-04,12.67,4.00,2.85
1997-10-05,12.24,4.38,0.27
1997-10-06,12.29,1.39,0.00
1997-10-07,10.49,-0.90,0.01
1997-10-08,7.05,-1.03,1.29
1997-10-09,8.41,0.41,0.15
1997-10-10,9.78,2.92,1.03
1997-10-11,7.77,-0.49,2.21
1997-10-12,8.79,-3.75,0.02
1997-10-13,8.27,-2.52,1.82
1997-10-14,12.69,2.82,0.83
1997-10-15,12.85,0.48,0.01
1997-10-16,17.16,2.13,0.00
1997-10-17,11.16,0.00,1.12
1997-10-18,11.55,-1.88,0.03
1997-10-19,10.12,-6.65,0.00
1997-10-20,4.54,-4.33,0.00
1997-10-21,12.27,-6.35,0.07
1997-10-22,10.03,-4.33,0.85
1997-10-23,6.94,-2.78,0.23
1997-10-24,7.50,-5.97,0.01
1997-10-25,7.63,-2.65,0.25
1997-10-26,7.87,-1.98,0.04
1997-10-27,10.39,-4.33,0.00
1997-10-28,8.41,-2.45,1.32
1997-10-29,11.37,0.46,3.72
1997-10-30,13.80,2.16,0.32
1997-10-31,11.76,-0.51,0.02
1997-11-01,11.52,-2.48,0.00
1997-11-02,7.24,-3.43,0.02
1997-11-03,6.91,-0.94,0.02
1997-11-04,7.16,-3.11,0.00
1997-11-05,7.17,-1.63,5.13
1997-11-06,6.31,2.06,3.57
1997-11-07,6.90,4.75,0.23
1997-11-08,7.31,2.33,0.00
1997-11-09,8.32,0.79,0.00
1997-11-10,5.05,-7.47,0.01
1997-11-11,5.22,-9.87,0.00
1997-11-12,-0.60,-2.75,0.00
1997-11-13,5.66,-9.75,0.00
1997-11-14,4.73,-10.73,0.00
1997-11-15,2.32,-12.59,0.00
1997-11-16,-0.31,-12.81,0.00
1997-11-17,0.47,-10.30,0.91
1997-11-18,1.89,-3.93,0.00
1997-11-19,1.04,-5.32,3.83
1997-11-20,2.11,-3.89,0.84
1997-11-21,2.13,-1.98,0.51
1997-11-22,1.38,-3.29,0.02
1997-11-23,4.78,-2.05,0.07
1997-11-24,7.49,-3.03,0.21
1997-11-25,1.60,-6.64,0.07
1997-11-26,3.74,-4.96,0.01
1997-11-27,5.50,-6.79,0.00
1997-11-28,6.99,-2.53,0.31
1997-11-29,3.62,-5.01,0.13
1997-11-30,2.46,-3.78,0.10
1997-12-01,4.83,-1.43,0.00
1997-12-02,3.51,-3.47,0.02
1997-12-03,-0.50,-7.39,0.00
1997-12-04,-0.93,-8.86,0.00
1997-12-05,-2.50,-10.54,0.00
1997-12-06,-1.94,-10.43,0.00
1997-12-07,-0.77,-5.47,1.45
1997-12-08,-0.29,-7.47,0.14
1997-12-09,-2.14,-12.47,4.44
1997-12-10,-0.05,-10.72,0.03
1997-12-11,1.12,-4.93,0.00
1997-12-12,0.87,-4.03,0.00
1997-12-13,-1.90,-9.63,0.00
1997-12-14,4.82,-8.88,0.00
1997-12-15,1.64,-8.27,1.80
1997-12-16,4.27,-2.42,3.56
1997-12-17,2.88,-4.36,0.02
1997-12-18,1.12,-5.25,0.94
1997-12-19,-0.12,-7.66,1.94
1997-12-20,0.94,-8.85,1.05
1997-12-21,0.01,-6.38,0.05
1997-12-22,-6.13,-15.72,1.62
1997-12-23,-1.63,-10.97,0.00
1997-12-24,1.23,-7.65,0.00
1997-12-25,-1.70,-5.35,0.00
1997-12-26,-2.84,-7.50,2.44
1997-12-27,-2.89,-14.83,12.51
1997-12-28,-0.67,-7.28,1.35
1997-12-29,1.41,-3.30,5.29
1997-12-30,1.03,-2.31,0.04
1997-12-31,2.57,-0.89,0.13
1998-01-01,2.42,-5.23,3.34
1998-01-02,-7.57,-12.52,0.45
1998-01-03,-7.82,-19.39,6.49
1998-01-04,-2.77,-15.27,3.15
1998-01-05,-1.35,-6.67,5.03
1998-01-06,2.78,-5.66,5.59
1998-01-07,-0.85,-4.26,5.51
1998-01-08,-7.35,-11.83,0.04
1998-01-09,-11.71,-25.42,1.25
1998-01-10,-12.36,-17.63,0.00
1998-01-11,-16.04,-29.71,0.00
1998-01-12,-13.71,-30.79,11.30
1998-01-13,-5.64,-19.74,2.96
1998-01-14,-1.49,-12.64,2.39
1998-01-15,-1.43,-10.17,1.60
1998-01-16,0.79,-10.42,2.74
1998-01-17,0.87,-5.43,0.62
1998-01-18,0.49,-4.25,2.74
1998-01-19,1.83,-4.06,1.70
1998-01-20,1.52,-2.15,0.25
1998-01-21,0.18,-3.00,4.61
1998-01-22,1.39,-5.85,3.23
1998-01-23,1.41,-3.44,5.48
1998-01-24,1.75,-3.30,0.51
1998-01-25,2.76,-4.13,0.59
1998-01-26,6.19,-2.33,0.04
1998-01-27,2.78,-3.74,0.43
1998-01-28,0.48,-7.23,0.19
1998-01-29,0.59,-5.50,3.38
1998-01-30,5.02,-3.79,0.01
1998-01-31,2.43,-3.93,0.00
1998-02-01,2.21,-7.43,1.85
1998-02-02,1.72,-5.49,0.03
1998-02-03,0.30,-6.22,3.40
1998-02-04,3.03,-3.33,0.72
1998-02-05,3.67,-0.68,0.45
1998-02-06,3.38,-2.79,0.42
1998-02-07,6.05,-1.49,1.56
1998-02-08,5.60,-0.86,0.40
1998-02-09,6.85,-1.98,0.01
1998-02-10,3.40,-8.24,0.01
1998-02-11,5.27,-4.32,1.16
1998-02-12,4.36,-2.27,1.40
1998-02-13,5.00,-0.66,0.02
1998-02-14,4.82,-3.45,2.60
1998-02-15,4.34,-1.80,0.44
1998-02-16,4.40,-2.16,0.02
1998-02-17,4.19,-7.82,0.12
1998-02-18,5.41,-5.22,0.41
1998-02-19,4.92,-1.73,0.48
1998-02-20,5.35,-0.20,3.76
1998-02-21,6.03,-0.48,0.26
1998-02-22,6.11,-3.23,2.24
1998-02-23,2.97,-4.74,3.10
1998-02-24,3.54,-10.24,0.00
1998-02-25,3.70,-11.13,2.65
1998-02-26,3.04,-7.50,0.01
1998-02-27,3.97,-11.35,0.00
1998-02-28,1.15,-11.26,0.72
1998-03-01,2.61,-2.70,4.57
1998-03-02,1.36,-2.11,6.04
1998-03-03,1.89,-2.07,0.91
1998-03-04,1.11,-4.68,0.93
1998-03-05,1.17,-6.31,0.46
1998-03-06,1.07,-6.87,0.88
1998-03-07,1.99,-6.43,0.27
1998-03-08,2.27,-5.81,0.78
1998-03-09,2.84,-5.36,1.34
1998-03-10,4.58,-4.59,0.37
1998-03-11,5.62,-2.00,0.04
1998-03-12,10.10,-0.92,0.01
1998-03-13,10.66,-0.57,0.00
1998-03-14,12.25,-2.71,0.03
1998-03-15,9.34,-1.77,0.23
1998-03-16,8.69,-0.89,0.30
1998-03-17,10.41,-1.37,0.01
1998-03-18,6.94,-4.62,0.00
1998-03-19,9.06,-6.12,0.00
1998-03-20,11.59,-1.12,1.09
1998-03-21,10.29,0.35,3.45
1998-03-22,10.05,2.19,4.48
1998-03-23,4.14,0.64,3.56
1998-03-24,11.24,-1.29,0.63
1998-03-25,11.61,-0.00,0.81
1998-03-26,7.66,0.31,0.56
1998-03-27,5.68,-6.10,0.00
1998-03-28,5.60,-7.85,0.00
1998-03-29,7.50,-7.05,0.00
1998-03-30,3.95,-2.52,2.08
1998-03-31,5.48,-1.50,2.64
1998-04-01,12.74,0.26,0.00
1998-04-02,10.36,-2.17,1.07
1998-04-03,12.13,0.04,0.09
1998-04-04,15.43,-3.81,0.63
1998-04-05,11.52,1.14,2.00
1998-04-06,13.79,3.69,1.37
1998-04-07,9.92,1.63,0.17
1998-04-08,9.71,-4.07,0.00
1998-04-09,9.93,-4.59,0.12
1998-04-10,6.84,-0.89,3.08
1998-04-11,9.75,-0.11,7.40
1998-04-12,8.04,-1.72,1.71
1998-04-13,9.97,-4.50,0.85
1998-04-14,12.41,-3.70,0.00
1998-04-15,12.57,-5.38,0.00
1998-04-16,10.24,-3.47,0.00
1998-04-17,15.28,-2.07,0.00
1998-04-18,12.16,-4.31,0.01
1998-04-19,13.55,-3.58,0.02
1998-04-20,18.18,-5.28,0.00
1998-04-21,20.05,2.33,0.00
1998-04-22,19.79,-1.31,0.17
1998-04-23,16.43,2.39,15.44
1998-04-24,12.16,4.01,0.10
1998-04-25,12.99,-3.66,0.00
1998-04-26,17.77,-3.56,0.00
1998-04-27,19.43,2.44,0.00
1998-04-28,22.82,-0.86,0.00
1998-04-29,24.22,0.62,0.00
1998-04-30,26.07,0.71,0.00
1998-05-01,27.17,0.77,0.00
1998-05-02,28.03,1.75,0.00
1998-05-03,25.32,4.19,0.00
1998-05-04,25.64,0.95,0.00
1998-05-05,26.79,1.11,0.00
1998-05-06,28.31,1.18,0.00
1998-05-07,23.73,1.92,0.00
1998-05-08,22.92,1.79,0.05
1998-05-09,21.91,2.95,0.00
1998-05-10,23.05,3.53,0.08
1998-05-11,21.01,5.68,2.05
1998-05-12,24.59,2.24,0.02
1998-05-13,19.68,3.03,7.21
1998-05-14,12.27,5.22,4.65
1998-05-15,15.02,4.00,0.24
1998-05-16,17.02,2.04,0.29
1998-05-17,20.24,3.47,0.72
1998-05-18,14.04,7.95,1.52
1998-05-19,18.90,4.40,1.22
1998-05-20,23.10,0.49,0.19
1998-05-21,20.16,3.63,0.16
1998-05-22,23.78,5.28,0.01
1998-05-23,16.79,7.71,1.09
1998-05-24,18.15,8.74,2.71
1998-05-25,14.07,8.96,3.40
1998-05-26,19.63,7.02,20.66
1998-05-27,8.64,5.43,5.59
1998-05-28,15.52,4.85,0.08
1998-05-29,22.73,1.44,0.00
1998-05-30,20.30,4.27,0.00
1998-05-31,23.42,5.55,0.00
1998-06-01,20.50,5.75,0.13
1998-06-02,22.55,2.77,0.00
1998-06-03,22.08,3.09,8.92
1998-06-04,16.41,4.85,15.22
1998-06-05,19.34,4.21,2.68
1998-06-06,19.50,4.60,2.21
1998-06-07,21.12,5.32,2.79
1998-06-08,22.66,8.00,0.45
1998-06-09,24.92,9.37,10.69
1998-06-10,22.23,10.25,9.01
1998-06-11,24.61,10.78,0.58
1998-06-12,23.98,8.59,1.12
1998-06-13,19.55,5.51,4.38
1998-06-14,21.66,3.59,0.17
1998-06-15,17.20,5.28,0.47
1998-06-16,21.67,6.54,0.00
1998-06-17,19.48,4.48,4.90
1998-06-18,19.05,5.28,5.78
1998-06-19,19.83,8.53,1.21
1998-06-20,21.80,8.61,0.66
1998-06-21,23.27,5.45,3.56
1998-06-22,23.37,5.50,0.54
1998-06-23,23.11,5.47,0.07
1998-06-24,20.60,10.11,13.44
1998-06-25,15.98,7.79,0.93
1998-06-26,18.88,7.25,0.19
1998-06-27,21.18,7.42,2.32
1998-06-28,23.24,10.82,4.17
1998-06-29,23.87,8.47,0.01
1998-06-30,27.99,7.37,0.00
1998-07-01,29.18,7.76,0.00
1998-07-02,27.17,7.75,0.19
1998-07-03,21.74,10.38,6.17
1998-07-04,22.47,11.69,0.57
1998-07-05,23.91,10.82,0.00
1998-07-06,28.04,8.84,0.00
1998-07-07,28.75,9.64,0.00
1998-07-08,29.00,8.92,0.00
1998-07-09,29.71,9.04,0.00
1998-07-10,26.63,10.40,5.45
1998-07-11,23.39,12.60,0.26
1998-07-12,22.40,9.34,0.02
1998-07-13,22.39,8.46,0.00
1998-07-14,21.36,6.30,0.05
1998-07-15,22.30,8.49,4.06
1998-07-16,29.26,9.59,0.00
1998-07-17,30.45,7.60,0.00
1998-07-18,31.07,8.68,0.00
1998-07-19,25.81,8.99,0.00
1998-07-20,26.00,4.12,0.00
1998-07-21,28.68,5.66,0.00
1998-07-22,32.39,7.76,0.00
1998-07-23,33.99,9.08,0.00
1998-07-24,32.07,8.93,0.00
1998-07-25,34.37,10.01,0.00
1998-07-26,35.57,11.31,0.00
1998-07-27,35.56,10.98,0.00
1998-07-28,31.73,7.20,0.00
1998-07-29,34.32,11.02,0.00
1998-07-30,32.57,11.71,0.52
1998-07-31,27.77,13.66,1.60
1998-08-01,29.74,12.47,0.00
1998-08-02,31.75,9.87,0.00
1998-08-03,33.94,10.07,0.00
1998-08-04,36.50,9.94,0.00
1998-08-05,35.86,10.86,0.00
1998-08-06,27.65,7.39,0.00
1998-08-07,29.80,8.92,0.00
1998-08-08,28.61,4.86,0.00
1998-08-09,30.56,5.84,0.00
1998-08-10,29.50,5.98,0.00
1998-08-11,28.47,9.20,0.00
1998-08-12,31.55,7.25,0.00
1998-08-13,33.67,8.47,0.00
1998-08-14,32.83,9.82,0.00
1998-08-15,27.11,8.45,0.00
1998-08-16,18.25,6.07,3.56
1998-08-17,18.69,1.66,0.00
1998-08-18,20.59,2.07,0.00
1998-08-19,25.80,2.27,0.00
1998-08-20,28.50,3.41,0.09
1998-08-21,20.64,8.56,2.78
1998-08-22,24.86,5.01,0.00
1998-08-23,26.43,3.94,0.00
1998-08-24,23.99,6.41,0.00
1998-08-25,24.87,4.78,0.00
1998-08-26,24.08,4.60,0.00
1998-08-27,27.80,3.80,0.00
1998-08-28,30.46,3.95,0.00
1998-08-29,32.14,4.72,0.00
1998-08-30,30.29,4.97,0.00
1998-08-31,33.04,4.92,0.00
1998-09-01,31.42,6.65,0.00
1998-09-02,30.82,6.41,0.00
1998-09-03,31.69,5.84,0.00
1998-09-04,31.04,5.78,0.00
1998-09-05,30.27,4.14,0.00
1998-09-06,31.67,4.98,0.00
1998-09-07,31.34,3.12,0.00
1998-09-08,24.43,7.62,0.00
1998-09-09,22.50,5.05,0.00
1998-09-10,24.29,0.10,0.00
1998-09-11,24.61,3.16,0.00
1998-09-12,27.18,3.30,0.00
1998-09-13,25.43,4.77,0.00
1998-09-14,26.78,3.52,0.00
1998-09-15,28.45,1.58,0.00
1998-09-16,28.06,1.94,0.00
1998-09-17,27.77,3.98,1.43
1998-09-18,17.83,7.40,5.32
1998-09-19,13.00,7.06,0.25
1998-09-20,19.31,3.00,0.00
1998-09-21,22.18,0.12,0.00
1998-09-22,22.19,4.98,0.00
1998-09-23,19.80,-0.57,0.00
1998-09-24,15.17,0.56,6.70
1998-09-25,12.98,2.00,3.27
1998-09-26,21.17,-0.19,0.00
1998-09-27,23.39,-0.89,0.00
1998-09-28,23.00,-0.86,0.04
1998-09-29,21.41,-0.29,0.00
1998-09-30,23.81,-0.78,0.00
1998-10-01,21.41,-0.25,2.02
1998-10-02,13.47,2.00,6.27
1998-10-03,11.52,-0.56,0.86
1998-10-04,13.26,-0.12,1.30
1998-10-05,14.14,2.70,0.17
1998-10-06,19.03,-1.47,0.00
1998-10-07,12.25,-0.94,0.23
1998-10-08,14.64,1.43,0.80
1998-10-09,8.69,2.08,8.19
1998-10-10,10.36,2.87,1.83
1998-10-11,10.57,-0.04,0.38
1998-10-12,11.91,1.89,2.94
1998-10-13,12.12,4.09,4.44
1998-10-14,7.70,4.76,2.90
1998-10-15,9.75,-0.02,0.01
1998-10-16,11.66,-2.05,0.48
1998-10-17,7.75,1.46,0.45
1998-10-18,9.62,-4.96,0.01
1998-10-19,12.28,-4.17,0.00
1998-10-20,14.22,-3.77,0.00
1998-10-21,14.82,-4.16,0.00
1998-10-22,11.42,-1.64,0.00
1998-10-23,13.04,-4.74,0.00
1998-10-24,12.58,-4.49,0.00
1998-10-25,12.57,-4.11,0.00
1998-10-26,14.54,-3.38,0.00
1998-10-27,13.75,-1.70,7.90
1998-10-28,10.73,0.71,0.06
1998-10-29,8.65,-5.81,0.00
1998-10-30,7.78,-6.49,2.67
1998-10-31,4.69,-4.93,0.00
1998-11-01,9.77,-0.62,0.00
1998-11-02,4.60,-2.43,0.45
1998-11-03,5.33,-1.69,0.94
1998-11-04,4.63,-0.04,2.49
1998-11-05,5.48,0.95,1.84
1998-11-06,4.56,1.93,1.33
1998-11-07,5.11,1.55,0.66
1998-11-08,4.41,1.41,1.85
1998-11-09,4.53,-2.56,0.01
1998-11-10,2.83,-4.94,0.00
1998-11-11,4.12,-2.28,3.65
1998-11-12,6.57,-0.79,2.88
1998-11-13,8.51,0.30,4.07
1998-11-14,6.07,2.42,8.67
1998-11-15,9.93,3.55,0.78
1998-11-16,7.97,-1.87,0.03
1998-11-17,7.48,-1.32,0.00
1998-11-18,6.31,-0.24,0.00
1998-11-19,0.52,-4.94,1.78
1998-11-20,6.03,-2.84,0.58
1998-11-21,5.82,-1.65,1.50
1998-11-22,4.32,-1.95,0.00
1998-11-23,5.41,-2.39,5.66
1998-11-24,6.80,-1.27,1.66
1998-11-25,7.89,1.93,3.52
1998-11-26,9.94,1.87,0.76
1998-11-27,4.45,-1.97,0.00
1998-11-28,4.53,-1.70,0.00
1998-11-29,1.86,-1.83,1.23
1998-11-30,1.54,-3.11,0.64
1998-12-01,2.49,-3.25,4.35
1998-12-02,5.20,-2.72,0.12
1998-12-03,1.14,-3.79,0.00
1998-12-04,-3.25,-7.05,2.06
1998-12-05,-2.61,-8.56,5.35
1998-12-06,-0.65,-6.03,2.70
1998-12-07,-0.38,-7.29,1.21
1998-12-08,-0.50,-7.38,0.00
1998-12-09,-0.73,-8.66,1.87
1998-12-10,1.94,-6.19,0.00
1998-12-11,0.35,-4.70,3.74
1998-12-12,3.41,-3.92,2.27
1998-12-13,7.73,-1.00,2.58
1998-12-14,3.50,-2.03,0.21
1998-12-15,1.47,-5.81,2.77
1998-12-16,0.82,-3.79,1.50
1998-12-17,-0.19,-7.91,0.32
1998-12-18,-4.04,-11.48,0.10
1998-12-19,-11.10,-13.63,0.00
1998-12-20,-14.20,-23.94,0.00
1998-12-21,-12.80,-23.37,0.09
1998-12-22,-10.76,-18.22,0.42
1998-12-23,-10.42,-14.86,5.66
1998-12-24,-7.67,-13.31,2.35
1998-12-25,-5.45,-12.92,24.57
1998-12-26,-4.47,-10.15,2.92
1998-12-27,-1.66,-7.86,5.18
1998-12-28,1.16,-6.82,1.40
1998-12-29,2.56,-3.31,6.26
1998-12-30,1.11,-2.29,0.01
1998-12-31,3.14,-3.00,1.37
1999-01-01,-0.55,-4.04,0.02
1999-01-02,-1.97,-13.44,0.00
1999-01-03,-2.09,-12.91,0.34
1999-01-04,-1.74,-11.33,3.25
1999-01-05,0.40,-5.42,0.28
1999-01-06,-0.53,-4.87,0.84
1999-01-07,0.66,-5.56,1.58
1999-01-08,-1.31,-6.68,3.74
1999-01-09,0.58,-2.97,3.05
1999-01-10,0.41,-5.74,9.45
1999-01-11,1.24,-1.58,2.97
1999-01-12,1.00,-0.84,1.34
1999-01-13,2.03,-8.83,0.24
1999-01-14,4.13,-4.53,0.89
1999-01-15,-0.66,-8.22,2.07
1999-01-16,-0.52,-9.17,0.45
1999-01-17,-1.19,-4.37,5.85
1999-01-18,1.57,-5.64,0.56
1999-01-19,0.63,-4.16,2.61
1999-01-20,2.63,-4.09,0.73
1999-01-21,1.71,-2.31,3.23
1999-01-22,0.35,-5.05,0.02
1999-01-23,-3.08,-8.86,0.00
1999-01-24,-7.67,-21.85,0.22
1999-01-25,-5.94,-18.16,2.35
1999-01-26,-1.97,-11.85,0.23
1999-01-27,-1.29,-18.36,1.62
1999-01-28,3.77,-12.37,1.90
1999-01-29,4.19,-2.57,0.03
1999-01-30,4.99,-1.48,0.09
1999-01-31,2.31,-3.58,1.94
1999-02-01,1.56,-7.78,1.78
1999-02-02,5.14,-3.19,0.49
1999-02-03,-0.04,-6.51,3.43
1999-02-04,1.15,-9.37,0.78
1999-02-05,0.74,-7.45,3.15
1999-02-06,2.06,-4.61,0.99
1999-02-07,0.95,-3.24,0.98
1999-02-08,-1.31,-8.37,1.34
1999-02-09,-1.08,-12.05,0.14
1999-02-10,-3.59,-17.21,0.21
1999-02-11,-1.33,-15.79,0.00
1999-02-12,2.70,-12.39,0.00
1999-02-13,4.94,-5.52,0.00
1999-02-14,3.78,-14.09,0.00
1999-02-15,1.53,-13.60,1.62
1999-02-16,2.74,-10.32,5.24
1999-02-17,3.82,-4.36,0.20
1999-02-18,-0.74,-6.70,2.91
1999-02-19,4.44,-4.82,0.07
1999-02-20,3.28,-13.69,2.76
1999-02-21,2.16,-3.45,2.71
1999-02-22,2.82,-3.17,1.85
1999-02-23,2.76,-6.59,4.74
1999-02-24,5.77,-5.81,2.79
1999-02-25,6.17,-0.40,0.90
1999-02-26,4.93,-6.88,5.23
1999-02-27,3.35,-3.75,1.09
1999-02-28,6.85,-2.82,0.02
1999-03-01,1.66,-5.33,1.05
1999-03-02,1.42,-6.07,7.93
1999-03-03,2.26,-1.97,2.37
1999-03-04,1.60,-10.64,1.71
1999-03-05,4.52,-9.56,0.00
1999-03-06,2.97,-9.50,0.00
1999-03-07,4.93,-13.64,0.00
1999-03-08,2.75,-11.42,0.95
1999-03-09,3.62,-6.15,1.41
1999-03-10,3.90,-4.65,0.00
1999-03-11,4.70,-6.83,0.88
1999-03-12,3.52,-5.38,2.51
1999-03-13,4.71,-1.48,0.94
1999-03-14,7.34,-0.03,2.16
1999-03-15,3.06,-7.11,1.84
1999-03-16,3.34,-6.53,0.20
1999-03-17,4.71,-7.86,0.00
1999-03-18,6.03,-7.27,0.10
1999-03-19,13.15,-4.15,0.00
1999-03-20,13.87,-4.27,0.00
1999-03-21,16.40,-4.07,0.30
1999-03-22,11.37,-1.91,0.01
1999-03-23,10.98,-2.64,0.00
1999-03-24,11.85,-2.50,2.11
1999-03-25,9.00,-0.06,1.41
1999-03-26,4.69,-3.09,1.03
1999-03-27,3.48,-4.33,0.39
1999-03-28,6.14,-5.83,2.93
1999-03-29,5.45,-3.87,0.00
1999-03-30,4.53,-4.36,1.21
1999-03-31,6.46,-4.05,0.16
1999-04-01,9.92,-5.79,0.00
1999-04-02,12.09,-5.61,5.66
1999-04-03,5.53,-1.57,2.23
1999-04-04,4.07,-0.93,0.60
1999-04-05,6.97,-4.31,0.07
1999-04-06,9.81,-5.33,0.00
1999-04-07,7.32,0.11,8.56
1999-04-08,9.49,-0.01,0.67
1999-04-09,5.38,-4.19,0.02
1999-04-10,7.86,-7.34,0.00
1999-04-11,12.31,-5.98,0.00
1999-04-12,12.85,2.19,0.30
1999-04-13,6.04,-2.45,0.00
1999-04-14,10.49,-5.74,0.00
1999-04-15,16.59,-4.58,0.00
1999-04-16,19.16,-2.64,0.00
1999-04-17,21.59,-2.57,0.00
1999-04-18,15.20,2.13,1.08
1999-04-19,15.02,2.30,2.24
1999-04-20,13.53,2.37,0.04
1999-04-21,10.99,-0.19,0.29
1999-04-22,16.13,1.60,0.00
1999-04-23,18.85,0.28,0.00
1999-04-24,23.10,-1.28,0.01
1999-04-25,15.23,-1.50,0.00
1999-04-26,11.89,0.17,0.18
1999-04-27,11.74,-0.48,0.00
1999-04-28,13.78,-3.25,0.00
1999-04-29,17.33,1.56,0.00
1999-04-30,18.97,-1.46,3.09
1999-05-01,9.64,4.83,10.20
1999-05-02,9.60,-0.74,1.62
1999-05-03,10.31,0.02,1.82
1999-05-04,8.99,-2.18,0.14
1999-05-05,14.20,-3.97,0.00
1999-05-06,18.51,-1.75,12.57
1999-05-07,5.53,-0.03,9.93
1999-05-08,8.30,-2.21,0.34
1999-05-09,8.47,-1.17,0.00
1999-05-10,16.46,-1.36,0.00
1999-05-11,15.69,-2.34,0.27
1999-05-12,13.39,0.58,0.27
1999-05-13,12.95,-1.31,1.79
1999-05-14,12.47,-2.69,2.69
1999-05-15,14.94,2.78,0.56
1999-05-16,9.76,3.05,7.05
1999-05-17,10.15,1.93,1.67
1999-05-18,15.38,3.99,3.12
1999-05-19,15.13,-0.06,0.00
1999-05-20,16.31,1.49,0.46
1999-05-21,17.03,3.46,0.00
1999-05-22,22.61,-0.65,0.00
1999-05-23,27.53,0.87,0.00
1999-05-24,29.14,2.07,0.00
1999-05-25,21.15,5.58,0.00
1999-05-26,21.19,0.49,0.00
1999-05-27,22.50,1.55,0.00
1999-05-28,17.53,2.12,0.00
1999-05-29,16.54,-1.49,0.02
1999-05-30,19.67,-1.53,0.02
1999-05-31,17.77,4.22,0.27
1999-06-01,14.06,2.45,3.94
1999-06-02,17.98,2.93,0.00
1999-06-03,21.53,1.33,0.00
1999-06-04,22.55,4.52,0.98
1999-06-05,17.29,3.61,4.93
1999-06-06,13.00,1.12,1.63
1999-06-07,14.41,0.62,0.14
1999-06-08,10.72,0.56,0.39
1999-06-09,15.71,0.40,3.61
1999-06-10,14.64,2.42,5.74
1999-06-11,20.44,0.37,0.16
1999-06-12,24.49,1.41,0.00
1999-06-13,21.94,7.82,0.00
1999-06-14,28.46,6.32,0.00
1999-06-15,30.45,6.73,0.00
1999-06-16,27.00,11.03,0.00
1999-06-17,26.27,8.39,0.00
1999-06-18,25.54,9.03,2.67
1999-06-19,20.16,6.88,0.00
1999-06-20,16.88,5.81,6.14
1999-06-21,19.28,7.53,1.04
1999-06-22,18.03,7.28,0.00
1999-06-23,20.44,7.41,8.11
1999-06-24,17.13,6.60,22.32
1999-06-25,15.82,6.84,1.96
1999-06-26,16.43,5.37,0.45
1999-06-27,17.34,3.63,0.26
1999-06-28,16.71,4.20,5.18
1999-06-29,20.65,3.44,0.09
1999-06-30,21.18,8.90,2.51
1999-07-01,18.88,6.96,5.57
1999-07-02,15.54,4.88,1.87
1999-07-03,18.56,5.94,0.71
1999-07-04,19.36,6.19,2.24
1999-07-05,22.05,6.14,0.00
1999-07-06,26.71,3.62,0.66
1999-07-07,16.93,10.90,12.48
1999-07-08,21.69,5.50,0.18
1999-07-09,25.61,4.14,0.00
1999-07-10,29.10,4.90,0.00
1999-07-11,29.86,6.75,0.00
1999-07-12,28.47,5.79,0.00
1999-07-13,27.42,5.88,0.58
1999-07-14,14.18,7.25,5.43
1999-07-15,18.11,7.23,1.43
1999-07-16,20.26,5.57,0.00
1999-07-17,23.45,3.62,0.00
1999-07-18,23.24,3.31,1.05
1999-07-19,28.07,8.33,0.00
1999-07-20,27.70,7.44,3.03
1999-07-21,24.10,7.98,6.09
1999-07-22,25.15,8.07,0.00
1999-07-23,25.22,5.77,0.00
1999-07-24,21.26,6.72,0.75
1999-07-25,21.48,4.73,0.00
1999-07-26,27.29,3.60,0.00
1999-07-27,31.10,4.84,0.00
1999-07-28,31.91,4.22,0.08
1999-07-29,20.32,5.12,0.26
1999-07-30,23.82,5.08,0.00
1999-07-31,25.02,3.82,0.00
1999-08-01,28.60,6.92,0.00
1999-08-02,31.96,7.56,0.10
1999-08-03,33.67,7.87,0.89
1999-08-04,23.83,9.14,1.25
1999-08-05,29.36,7.58,0.00
1999-08-06,31.62,9.26,11.41
1999-08-07,25.49,9.55,16.67
1999-08-08,22.14,8.81,0.79
1999-08-09,25.91,12.94,0.00
1999-08-10,27.31,9.34,0.00
1999-08-11,26.86,8.07,5.61
1999-08-12,20.18,11.00,14.50
1999-08-13,21.44,9.22,12.65
1999-08-14,16.73,9.78,21.72
1999-08-15,18.03,9.70,3.78
1999-08-16,19.73,9.84,0.65
1999-08-17,26.56,5.75,0.00
1999-08-18,29.55,8.47,0.13
1999-08-19,27.92,8.99,0.00
1999-08-20,29.31,7.74,0.00
1999-08-21,23.37,9.01,0.00
1999-08-22,26.50,3.61,0.00
1999-08-23,29.76,3.93,0.00
1999-08-24,29.63,6.64,0.00
1999-08-25,25.77,8.59,0.00
1999-08-26,27.47,4.14,0.00
1999-08-27,29.54,5.97,0.00
1999-08-28,31.11,12.54,0.00
1999-08-29,30.28,10.53,1.13
1999-08-30,10.73,8.88,3.84
1999-08-31,15.13,5.05,0.45
1999-09-01,16.55,-0.36,0.00
1999-09-02,17.78,0.84,0.00
1999-09-03,21.61,2.63,0.00
1999-09-04,16.06,0.67,0.03
